p_msmw_w,replicate,batch,measure,value
0.5,56,4,product,0.002458586380056124
0.5,57,1,product,0.002261279264230041
0.5,57,2,product,0.003169824791099185
0.5,57,4,product,0.0024841438909712897
0.5,58,2,product,0.0032005587243097424
0.5,59,1,product,0.002600390219749577
0.5,60,1,product,0.004205510916538399
0.5,60,2,product,0.0018950190261142756
0.5,61,2,product,0.002347662913772989
0.5,61,3,product,0.0026835853788966216
0.5,62,2,product,0.0027668185130685402
0.5,63,1,product,0.0013862309912468897
0.5,63,2,product,0.00237668261698513
0.5,63,3,product,0.0029292943224206135
0.5,64,1,product,0.0020148825388410633
0.5,65,1,product,0.0028883707560686932
0.5,65,2,product,0.0026957344169947412
0.5,66,1,product,0.003638893443319736
0.5,66,2,product,0.0042872401289860895
0.5,66,4,product,0.002750626848192382
0.5,68,1,product,0.003025121583673157
0.5,68,3,product,0.0027620861616609975
0.5,69,4,product,0.002232462205701577
0.5,70,2,product,0.0029981353980964355
0.5,71,3,product,0.0017295813759371555
0.5,71,4,product,0.001951697544962515
0.5,72,2,product,0.002428827065481325
0.5,72,4,product,0.0014262382962306423
0.5,73,2,product,0.002305547295388008
0.5,73,3,product,0.0022797648927138053
0.5,74,1,product,0.003054774361147328
0.5,74,2,product,0.0028046485447110804
0.5,74,4,product,0.0029679222080621795
0.5,75,1,product,0.0024455402990810867
0.5,75,4,product,0.0036242511778489055
0.5,77,4,product,0.0019411103353812284
0.5,78,1,product,0.002339010424045588
0.5,78,3,product,0.0056538069646585205
0.5,78,4,product,0.004094304831124468
0.5,79,1,product,0.003145991834688123
0.5,79,2,product,0.0024499895042099746
0.5,79,3,product,0.0015908846909637815
0.5,79,4,product,0.002272985827190583
0.5,80,2,product,0.005386604785771911
0.5,82,1,product,0.0019976276963062896
0.5,82,2,product,0.001453945671273911
0.5,83,4,product,0.0027124870440624702
0.5,84,1,product,0.0026508472940466026
0.5,84,2,product,0.0017501789814378071
0.5,84,3,product,0.0034309916253934727
0.5,85,2,product,0.0019951546013617077
0.5,85,4,product,0.0019189601198093757
0.5,86,2,product,0.00208153122317623
0.5,87,2,product,0.0020050478294986558
0.5,87,3,product,0.0014548946574986744
0.5,87,4,product,0.004418339410365638
0.5,88,1,product,0.0020984354661260844
0.5,88,3,product,0.003335389125517804
0.5,89,1,product,0.001684412872654599
0.5,89,2,product,0.003290285269236175
0.5,89,3,product,0.0022969663064593116
0.5,90,3,product,0.0012214976795400217
0.5,91,1,product,0.0020471370251395867
0.5,91,2,product,0.0021259160527317177
0.5,91,4,product,0.00134667608236094
0.5,92,4,product,0.0033605437510886797
0.5,93,4,product,0.001250127074293498
0.5,94,2,product,0.002576596632380809
0.5,95,1,product,0.0027357101348118064
0.5,95,2,product,0.0029439203592044926
0.5,95,4,product,0.0032031803057663033
0.5,97,2,product,0.0030362203358439985
0.5,97,3,product,0.0017445337754240257
0.5,97,4,product,0.0012861152767273685
0.5,98,4,product,0.0033547758384222925
0.5,99,3,product,0.001805460734818162
0.5,99,4,product,0.0011233198069705715
0.5,101,1,product,0.0012889135227440013
0.5,101,2,product,0.0015376857871890748
0.5,101,4,product,0.003030356998082977
0.5,103,1,product,0.0031186195246918932
0.5,103,3,product,0.002484588867210114
0.5,104,4,product,0.002641304673169401
0.5,105,1,product,0.002782046540640401
0.5,105,2,product,0.0025914888423257485
0.5,105,4,product,0.0024905597473682682
0.5,106,3,product,0.0025904081702962153
0.5,106,4,product,0.003706413842815009
0.5,107,1,product,0.0029370723172623533
0.5,107,3,product,0.0021596319564792348
0.5,108,1,product,0.0020773106284690244
0.5,108,4,product,0.002189774468848638
0.5,109,1,product,0.002425416184617196
0.5,109,2,product,0.0031774116987531072
0.5,110,1,product,0.002855383603472383
0.5,110,2,product,0.003104417861684636
0.5,110,3,product,0.002923705187539233
0.5,111,1,product,0.0018822882537313133
0.5,111,4,product,0.003994069587934452
0.5,112,4,product,0.002223921658622071
0.5,113,4,product,0.0035277994416396505
0.5,114,1,product,0.002144577247465168
0.5,114,2,product,0.0026839721540592608
0.5,114,4,product,0.0022972595033972907
0.5,115,1,product,0.0030822693966463285
0.5,115,2,product,0.0029289683288852915
0.5,115,3,product,0.0038313830521803215
0.5,116,1,product,0.005563237957626501
0.5,117,1,product,0.003368555884123918
0.5,117,2,product,0.0040542813464142105
0.5,117,3,product,0.0026019082178755488
0.5,118,1,product,0.0031432986269277177
0.5,118,3,product,0.003134289778167385
0.5,118,4,product,0.002925703583347575
0.5,119,1,product,0.0022201661699224303
0.5,119,2,product,0.0022306693794684057
0.5,120,1,product,0.0029609245919114294
0.5,120,3,product,0.0027442201651101256
0.5,120,4,product,0.0016748297527947576
0.5,121,3,product,0.0036633361857938366
0.5,122,2,product,0.002535832825704665
0.5,123,3,product,0.0030120136665419688
0.5,124,2,product,0.0030407407939940386
0.5,124,4,product,0.0011227890589129894
0.5,125,4,product,0.003269921275988646
0.5,127,1,product,0.0020438624351112517
0.5,127,2,product,0.00267370811071154
0.5,127,3,product,0.0020867001909185305
0.5,128,3,product,0.0019981856339236982
0.5,129,2,product,0.003044008649889425
0.5,129,3,product,0.0013671870352731871
0.5,130,1,product,0.002245458922662001
0.5,130,2,product,0.0017884090323716747
0.5,130,3,product,0.002414855892287375
0.5,130,4,product,0.0023017517532278754
0.5,131,1,product,0.0021621458916849744
0.5,131,4,product,0.001863469729116342
0.5,132,3,product,0.0015136087392221198
0.5,133,1,product,0.003550173986788688
0.5,133,2,product,0.00238648267166886
0.5,134,1,product,0.0022684125844998826
0.5,135,1,product,0.0028037059138222476
0.5,135,2,product,0.004016737262387028
0.5,135,3,product,0.00242393989111445
0.5,136,4,product,0.003154960378892627
0.5,137,4,product,0.0032622595240988017
0.5,138,1,product,0.0036761899404979476
0.5,138,4,product,0.002415233697116907
0.5,139,2,product,0.003364804962710917
0.5,139,3,product,5.253974515727392e-4
0.5,139,4,product,0.0021337203571276603
0.5,141,1,product,0.00469525350509304
0.5,141,2,product,0.0018957448924591066
0.5,141,4,product,0.001311251929832396
0.5,142,3,product,0.0023398323683624907
0.5,143,2,product,0.0019824025928488437
0.5,143,3,product,0.0022329015427021343
0.5,145,3,product,0.0017914898751231634
0.5,148,2,product,0.0022636577539141543
0.5,148,3,product,0.0012422791119977882
0.5,148,4,product,0.0025069407527739734
0.5,149,1,product,0.002866388951576416
0.5,149,3,product,0.004135597272521813
0.5,150,1,product,0.0021776548240496443
0.5,150,2,product,0.003602920563024735
0.5,150,4,product,0.003441952973430666
0.5,151,1,product,0.001715682695133211
0.5,151,2,product,0.0017108340700136492
0.5,151,3,product,0.0019046730247473105
0.5,152,3,product,0.00198838046018452
0.5,153,1,product,0.001180313332316219
0.5,153,3,product,0.0030023075194577395
0.5,154,1,product,0.004976675685122027
0.5,154,4,product,0.0026469526599425973
0.5,155,1,product,0.00494146533745634
0.5,155,2,product,0.002558617344772522
0.5,155,4,product,0.004278172668690704
0.5,156,1,product,0.0028679700632765915
0.5,156,2,product,0.002030165743699603
0.5,156,4,product,0.0030009360671833124
0.5,157,1,product,0.0017987384741992604
0.5,157,3,product,0.0034407143174380495
0.5,157,4,product,0.00262791093406985
0.5,158,2,product,0.0034857603256240647
0.5,159,2,product,0.0021273233381267397
0.5,160,1,product,0.0013508485095806804
0.5,162,2,product,0.0030838814206213087
0.5,162,3,product,0.0030538896735022025
0.5,162,4,product,0.0028392712010158238
0.5,163,3,product,0.001665029153367728
0.5,164,3,product,0.0022234212906342287
0.5,164,4,product,0.0018201205898743522
0.5,165,1,product,0.00342501148039058
0.5,165,4,product,0.0027320487953655173
0.5,166,1,product,0.0017603224925410634
0.5,166,2,product,0.0031382072576418385
0.5,166,4,product,0.0024620300892361524
0.5,167,2,product,9.649722864704539e-4
0.5,167,4,product,0.0020427929036660876
0.5,168,1,product,0.0022965398829381295
0.5,168,4,product,0.00279495203046842
0.5,169,1,product,0.0017724393478709246
0.5,169,2,product,0.0021695338914362082
0.5,169,3,product,0.0032491556321378626
0.5,169,4,product,0.0016914990362895356
0.5,170,2,product,0.0035945929528231604
0.5,170,3,product,0.004105485565914353
0.5,171,1,product,0.0022503402533866654
0.5,171,3,product,0.0026992277269896137
0.5,172,2,product,0.0025192357590729094
0.5,172,3,product,0.0015553768814218656
0.5,172,4,product,0.0020446760062986197
0.5,174,1,product,0.004138394781111583
0.5,174,2,product,0.0023198514077788284
0.5,174,4,product,0.002238141664026829
0.5,175,1,product,0.002486822083420107
0.5,175,2,product,0.0014464166746236103
0.5,176,2,product,0.002173171178480498
0.5,177,1,product,0.0020603295976949236
0.5,177,3,product,0.0019834710153719157
0.5,177,4,product,0.0034301650265527585
0.5,178,4,product,0.0028757885587482055
0.5,180,2,product,0.002188338984446849
0.5,180,3,product,0.0018281058373576132
0.5,180,4,product,0.0014199744776402837
0.5,181,2,product,0.005996645413861046
0.5,181,3,product,0.0012103545739228132
0.5,181,4,product,0.0033509511538233235
0.5,182,1,product,0.0017045694482943883
0.5,182,2,product,0.0035438830964701845
0.5,182,3,product,0.002051486789758542
0.5,182,4,product,0.0019120339803647473
0.5,183,1,product,0.004186731273114051
0.5,184,1,product,0.0019146465413773849
0.5,184,2,product,0.0028595884781744837
0.5,184,4,product,0.001900840476538096
0.5,185,1,product,0.0031563348040411247
0.5,185,4,product,0.0023700102518938583
0.5,186,1,product,0.004801708667356628
0.5,186,2,product,0.0036180771932960844
0.5,186,3,product,0.0030094024929327545
0.5,186,4,product,0.0017669389814326578
0.5,187,1,product,0.002796328226327723
0.5,187,2,product,0.002189484899907772
0.5,187,3,product,0.0021478486708788515
0.5,188,1,product,0.0018705737499999998
0.5,188,2,product,0.0023992634614592163
0.5,188,3,product,0.0018954318857822674
0.5,188,4,product,0.0035358862053070724
0.5,189,1,product,0.0034282532597624963
0.5,189,4,product,0.003790039499553274
0.5,190,2,product,0.0020935423476284433
0.5,191,1,product,0.0028165332443038675
0.5,191,2,product,0.0016297114522337963
0.5,191,3,product,0.0032192516913743404
0.5,193,1,product,0.004046959138705527
0.5,193,2,product,0.0024914119619137017
0.5,193,3,product,0.0017673993760892175
0.5,194,1,product,0.003144508434471242
0.5,194,2,product,0.004092110020244927
0.5,195,3,product,0.002271429830878215
0.5,195,4,product,0.0027993136296702668
0.5,196,1,product,0.0013566734239099246
0.5,196,2,product,0.0015231943919869688
0.5,196,4,product,0.0014003134476652916
0.5,198,3,product,0.0014042440204867594
0.5,198,4,product,0.0022594005215798955
0.5,199,2,product,0.0024025763159207384
0.5,201,2,product,0.00311914767225977
0.5,202,4,product,0.0015926672566780706
0.5,203,2,product,0.004113372939424825
0.5,204,2,product,0.0015819066072849206
0.5,205,1,product,0.0016773555952573874
0.5,205,3,product,0.0023473998684860917
0.5,206,2,product,0.0027797819092165296
0.5,206,4,product,0.0024280381802150464
0.5,209,1,product,0.0019870255576668948
0.5,209,2,product,0.0023539737337434715
0.5,209,4,product,0.002675411811108318
0.5,210,2,product,0.0013718071032260803
0.5,211,3,product,0.0018874730302378719
0.5,211,4,product,0.0030541459676701153
0.5,212,3,product,0.003711063230345354
0.5,213,2,product,0.0024595756015225894
0.5,213,3,product,0.0028616077236861184
0.5,213,4,product,0.004054127562752346
0.5,214,1,product,0.002872318071566169
0.5,214,4,product,0.002548752744313029
0.5,215,2,product,0.003471660467692323
0.5,215,3,product,0.0025580875586527735
0.5,215,4,product,0.0014513903457733287
0.5,216,1,product,0.002077821736333644
0.5,216,3,product,0.001746151727727954
0.5,217,1,product,0.0011653928641030232
0.5,218,1,product,0.002207710705280438
0.5,218,2,product,0.0030948131263907634
0.5,218,3,product,0.0023667273841093614
0.5,219,4,product,0.002306296013620922
0.5,221,4,product,0.0025423791924735523
0.5,222,1,product,0.004658902715483852
0.5,222,2,product,0.0037721160003432474
0.5,222,3,product,0.0019912449524303894
0.5,222,4,product,0.002538776787413861
0.5,223,1,product,0.003277017427501543
0.5,223,2,product,0.0014490339371989527
0.5,223,3,product,0.0020177464918009654
0.5,223,4,product,0.0028005931279497993
0.5,224,1,product,0.002037211937115166
0.5,224,3,product,0.001919540745529812
0.5,225,1,product,9.780485775010047e-4
0.5,225,2,product,0.0028926573609872296
0.5,226,1,product,0.003051456289565421
0.5,226,3,product,0.002345673405248831
0.5,226,4,product,0.002753655180248738
0.5,227,1,product,0.0017158833628858066
0.5,227,2,product,0.005043045603998499
0.5,228,1,product,0.004195911520276449
0.5,228,2,product,0.002348512154514729
0.5,228,3,product,0.003118257619091718
0.5,228,4,product,0.00205992852329681
0.5,230,1,product,0.003355254170549296
0.5,230,2,product,0.001622298282058696
0.5,230,3,product,0.0019150736384265935
0.5,230,4,product,0.0015833556224033208
0.5,231,3,product,0.002354430821562443
0.5,232,2,product,0.003476626792757615
0.5,232,3,product,0.0013667676143467307
0.5,233,1,product,0.005891005039149657
0.5,233,4,product,0.003258180100700255
0.5,235,2,product,0.0014248072353955576
0.5,235,4,product,0.0020573651031286504
0.5,236,3,product,0.001388429875139452
0.5,236,4,product,0.003145107530334353
0.5,237,2,product,0.0016632083029130076
0.5,237,4,product,0.00338930609524595
0.5,238,1,product,0.0033956911144038568
0.5,238,2,product,0.0035057846429435383
0.5,238,4,product,0.002505804324960491
0.5,239,1,product,0.0022354627140374035
0.5,239,2,product,0.0016152205256761915
0.5,239,3,product,0.00382952540864675
0.5,240,2,product,0.004111064672030328
0.5,240,3,product,0.0021510951889211105
0.5,240,4,product,0.0048462127283306075
0.5,241,1,product,0.004543840965189741
0.5,241,3,product,0.005009878376434818
0.5,241,4,product,0.0022399822221890195
0.5,242,2,product,0.002564412606147795
0.5,242,3,product,0.0017341007444198406
0.5,243,1,product,0.0027549188826920734
0.5,243,2,product,0.002643221331140493
0.5,243,3,product,0.004012128535202172
0.5,244,1,product,0.0027985510407538988
0.5,245,1,product,0.0024325748471086123
0.5,245,2,product,0.0031818449706305283
0.5,245,4,product,0.00315303699709502
0.5,246,1,product,0.002775169869947413
0.5,246,4,product,0.0029558846467624363
0.5,248,2,product,0.0022219354117946396
0.5,248,3,product,0.0024594419960677683
0.5,248,4,product,0.0029235212686554574
0.5,249,1,product,0.003947562986108604
0.5,249,4,product,0.0029130672059476965
0.5,250,1,product,0.001927140111132708
0.5,250,4,product,0.005477986514558747
0.75,1,2,MSM.MSMW,0.0830764419425456
0.75,1,4,MSM.MSMW,0.0604136429608127
0.75,2,1,MSM.MSMW,0.0675491662388106
0.75,2,4,MSM.MSMW,0.0639584733390494
0.75,3,2,MSM.MSMW,0.0482051282051282
0.75,3,4,MSM.MSMW,0.0587471682744928
0.75,4,4,MSM.MSMW,0.0432126583546141
0.75,5,2,MSM.MSMW,0.0731848350764279
0.75,5,4,MSM.MSMW,0.0535174026898533
0.75,6,4,MSM.MSMW,0.0579768994766287
0.75,7,1,MSM.MSMW,0.0728795233384711
0.75,8,1,MSM.MSMW,0.0594590136895926
0.75,8,4,MSM.MSMW,0.0683740927372752
0.75,9,1,MSM.MSMW,0.0672484208924177
0.75,9,3,MSM.MSMW,0.0649310191366266
0.75,9,4,MSM.MSMW,0.050982785363745
0.75,10,1,MSM.MSMW,0.0675446234218545
0.75,10,2,MSM.MSMW,0.0512112001473703
0.75,10,3,MSM.MSMW,0.0462342247775365
0.75,10,4,MSM.MSMW,0.0573495466768198
0.75,11,2,MSM.MSMW,0.0691822429906542
0.75,12,1,MSM.MSMW,0.0724760760594887
0.75,12,2,MSM.MSMW,0.0596850131244531
0.75,12,4,MSM.MSMW,0.0790313754104341
0.75,13,2,MSM.MSMW,0.0561628643852978
0.75,13,4,MSM.MSMW,0.0681433038165023
0.75,14,2,MSM.MSMW,0.0646242527754056
0.75,14,3,MSM.MSMW,0.0652544782485072
0.75,15,3,MSM.MSMW,0.0550282606377306
0.75,16,4,MSM.MSMW,0.0581397828822488
0.75,17,4,MSM.MSMW,0.0693127382930882
0.75,18,1,MSM.MSMW,0.0737612032553827
0.75,18,3,MSM.MSMW,0.0600445434298441
0.75,19,2,MSM.MSMW,0.0814287438156148
0.75,21,1,MSM.MSMW,0.074942067416804
0.75,21,4,MSM.MSMW,0.0547131047302255
0.75,22,2,MSM.MSMW,0.0847044214821056
0.75,23,2,MSM.MSMW,0.0772419066014768
0.75,23,3,MSM.MSMW,0.0717106190946269
0.75,24,1,MSM.MSMW,0.0688117937853107
0.75,24,2,MSM.MSMW,0.0420627712180845
0.75,24,4,MSM.MSMW,0.0735490009514747
0.75,25,3,MSM.MSMW,0.0663033405410176
0.75,25,4,MSM.MSMW,0.0675569167023217
0.75,26,1,MSM.MSMW,0.0748004671987541
0.75,26,4,MSM.MSMW,0.0604708215888923
0.75,27,3,MSM.MSMW,0.048693893359728
0.75,27,4,MSM.MSMW,0.061786174323744
0.75,28,4,MSM.MSMW,0.0740102384688601
0.75,29,1,MSM.MSMW,0.0694390438573153
0.75,29,4,MSM.MSMW,0.0501328404759154
0.75,30,3,MSM.MSMW,0.0774482217814474
0.75,31,3,MSM.MSMW,0.0385610213331434
0.75,31,4,MSM.MSMW,0.0671067855441366
0.75,32,3,MSM.MSMW,0.0707964601769911
0.75,33,2,MSM.MSMW,0.0739093285082428
0.75,34,1,MSM.MSMW,0.0766428711128496
0.75,35,3,MSM.MSMW,0.0699884863183165
0.75,35,4,MSM.MSMW,0.0825238072450591
0.75,36,2,MSM.MSMW,0.0681861999528716
0.75,36,3,MSM.MSMW,0.0594359971240646
0.75,37,2,MSM.MSMW,0.0684873949579832
0.75,37,3,MSM.MSMW,0.0633989184213554
0.75,38,1,MSM.MSMW,0.0704794486588328
0.75,38,3,MSM.MSMW,0.070920916609235
0.75,38,4,MSM.MSMW,0.0515948108798249
0.75,39,1,MSM.MSMW,0.0735644350357237
0.75,39,3,MSM.MSMW,0.0710153413748682
0.75,40,1,MSM.MSMW,0.0635815243714499
0.75,40,2,MSM.MSMW,0.0721140996671283
0.75,40,3,MSM.MSMW,0.0541881922981478
0.75,41,1,MSM.MSMW,0.0689941999010835
0.75,41,2,MSM.MSMW,0.069603327885901
0.75,42,2,MSM.MSMW,0.0704664954022712
0.75,42,3,MSM.MSMW,0.0494590072504182
0.75,43,2,MSM.MSMW,0.0679911931222478
0.75,43,3,MSM.MSMW,0.0726769772412926
0.75,45,1,MSM.MSMW,0.0950930386322848
0.75,45,2,MSM.MSMW,0.050873880203759
0.75,45,4,MSM.MSMW,0.0490877497827975
0.75,46,1,MSM.MSMW,0.0734007190828302
0.75,46,4,MSM.MSMW,0.0689500482246596
0.75,47,3,MSM.MSMW,0.063480159692966
0.75,47,4,MSM.MSMW,0.0730468488939383
0.75,48,1,MSM.MSMW,0.0668855149774312
0.75,48,2,MSM.MSMW,0.0442397937826345
0.75,48,4,MSM.MSMW,0.0756169041813016
0.75,49,2,MSM.MSMW,0.061251015434606
0.75,49,3,MSM.MSMW,0.0775207806288399
0.75,49,4,MSM.MSMW,0.0672681191433952
0.75,50,3,MSM.MSMW,0.0753540528783411
0.75,50,4,MSM.MSMW,0.0835695046258344
0.75,51,1,MSM.MSMW,0.0521779282745882
0.75,52,1,MSM.MSMW,0.0671604692781865
0.75,52,2,MSM.MSMW,0.0725406607664149
0.75,52,3,MSM.MSMW,0.052580519984478
0.75,53,4,MSM.MSMW,0.0787816629299241
0.75,54,2,MSM.MSMW,0.0813510405627832
0.75,54,4,MSM.MSMW,0.0752909297655626
0.75,55,1,MSM.MSMW,0.0840614037047795
0.75,55,3,MSM.MSMW,0.0550183318056828
0.75,56,1,MSM.MSMW,0.0644087422202923
0.75,56,4,MSM.MSMW,0.0639553875589154
0.75,57,2,MSM.MSMW,0.0755189028910303
0.75,57,3,MSM.MSMW,0.0652511425510048
0.75,57,4,MSM.MSMW,0.0622209577168869
0.75,58,1,MSM.MSMW,0.0647403218097817
0.75,58,3,MSM.MSMW,0.081076923076923
0.75,58,4,MSM.MSMW,0.0759331933923519
0.75,59,1,MSM.MSMW,0.0749898274252615
0.75,59,2,MSM.MSMW,0.0927282514569241
0.75,59,3,MSM.MSMW,0.0664497385241138
0.75,60,1,MSM.MSMW,0.0876479289940828
0.75,60,2,MSM.MSMW,0.064453125
0.75,61,1,MSM.MSMW,0.0902787250488791
0.75,61,2,MSM.MSMW,0.0653826084983779
0.75,61,3,MSM.MSMW,0.0543698518382062
0.75,61,4,MSM.MSMW,0.0645258871436881
0.75,62,2,MSM.MSMW,0.0651009569056316
0.75,62,3,MSM.MSMW,0.070251089251224
0.75,63,2,MSM.MSMW,0.0655206984418731
0.75,64,2,MSM.MSMW,0.0591808839163671
0.75,64,3,MSM.MSMW,0.091890365737121
0.75,64,4,MSM.MSMW,0.0989762515377077
0.75,65,2,MSM.MSMW,0.0618085296216987
0.75,65,3,MSM.MSMW,0.0596416281001542
0.75,65,4,MSM.MSMW,0.0795115389465719
0.75,66,2,MSM.MSMW,0.082417464243467
0.75,68,2,MSM.MSMW,0.0649638692137082
0.75,68,3,MSM.MSMW,0.0689392399918715
0.75,69,1,MSM.MSMW,0.0640275699451321
0.75,69,2,MSM.MSMW,0.0481096495262625
0.75,69,3,MSM.MSMW,0.0644366491272028
0.75,69,4,MSM.MSMW,0.0744440696437375
0.75,70,1,MSM.MSMW,0.064310810122715
0.75,70,2,MSM.MSMW,0.0744711331837066
0.75,70,3,MSM.MSMW,0.0594913813768005
0.75,71,1,MSM.MSMW,0.0649663033349946
0.75,71,2,MSM.MSMW,0.0909048991354466
0.75,71,3,MSM.MSMW,0.0458440445586975
0.75,71,4,MSM.MSMW,0.0595324877290178
0.75,73,4,MSM.MSMW,0.0626649371561479
0.75,74,2,MSM.MSMW,0.0711479061167027
0.75,75,2,MSM.MSMW,0.0820348777215973
0.75,75,4,MSM.MSMW,0.0893266459387694
0.75,76,1,MSM.MSMW,0.0589046153846153
0.75,76,2,MSM.MSMW,0.0494692903995229
0.75,77,2,MSM.MSMW,0.0458489070109865
0.75,77,3,MSM.MSMW,0.069018780954249
0.75,78,1,MSM.MSMW,0.0708271640405737
0.75,78,2,MSM.MSMW,0.0758974358974359
0.75,78,4,MSM.MSMW,0.0933613973968161
0.75,79,3,MSM.MSMW,0.0485919512891256
0.75,80,4,MSM.MSMW,0.0694684528954191
0.75,81,3,MSM.MSMW,0.0604792869810376
0.75,82,3,MSM.MSMW,0.0861083153093346
0.75,83,3,MSM.MSMW,0.0563345960435081
0.75,85,2,MSM.MSMW,0.0628716658030448
0.75,85,3,MSM.MSMW,0.078763616050647
0.75,87,2,MSM.MSMW,0.0522426333457665
0.75,87,4,MSM.MSMW,0.0941148995796356
0.75,88,4,MSM.MSMW,0.0713421702535154
0.75,89,2,MSM.MSMW,0.0812579610840251
0.75,90,3,MSM.MSMW,0.0460353160740776
0.75,91,4,MSM.MSMW,0.0507866348657578
0.75,93,2,MSM.MSMW,0.0478081321473951
0.75,94,1,MSM.MSMW,0.0751030446564798
0.75,94,2,MSM.MSMW,0.0639238095238095
0.75,94,3,MSM.MSMW,0.0688120506675796
0.75,95,2,MSM.MSMW,0.0758855751673767
0.75,95,3,MSM.MSMW,0.0535469767218391
0.75,95,4,MSM.MSMW,0.0623342175066313
0.75,96,1,MSM.MSMW,0.071998541801685
0.75,96,2,MSM.MSMW,0.0493674026296204
0.75,97,3,MSM.MSMW,0.060172570390554
0.75,98,1,MSM.MSMW,0.0480577689243027
0.75,98,2,MSM.MSMW,0.0626203750633553
0.75,98,4,MSM.MSMW,0.0840481477153207
0.75,100,2,MSM.MSMW,0.0607026126996526
0.75,102,1,MSM.MSMW,0.0600556996976982
0.75,102,2,MSM.MSMW,0.0763183251576734
0.75,103,1,MSM.MSMW,0.0759299408053397
0.75,103,2,MSM.MSMW,0.0811627511065713
0.75,104,1,MSM.MSMW,0.0688680085500534
0.75,104,2,MSM.MSMW,0.0740901213171577
0.75,104,4,MSM.MSMW,0.0687285223367697
0.75,105,2,MSM.MSMW,0.06847519659726
0.75,106,1,MSM.MSMW,0.0676271749972293
0.75,106,3,MSM.MSMW,0.0668361038604203
0.75,106,4,MSM.MSMW,0.0787287173666288
0.75,107,2,MSM.MSMW,0.0631719128329297
0.75,107,3,MSM.MSMW,0.0574160447761194
0.75,107,4,MSM.MSMW,0.0983206106870229
0.75,108,1,MSM.MSMW,0.0678126750247727
0.75,108,2,MSM.MSMW,0.0697137477303804
0.75,108,3,MSM.MSMW,0.084885640179203
0.75,108,4,MSM.MSMW,0.0666931972470621
0.75,109,2,MSM.MSMW,0.0829246854182087
0.75,109,4,MSM.MSMW,0.0411647032673927
0.75,110,1,MSM.MSMW,0.0709122278276442
0.75,110,2,MSM.MSMW,0.077539491578617
0.75,111,1,MSM.MSMW,0.0590055199430199
0.75,111,2,MSM.MSMW,0.0750267054856209
0.75,112,3,MSM.MSMW,0.0734651003258446
0.75,112,4,MSM.MSMW,0.0670256175000603
0.75,113,3,MSM.MSMW,0.0535131960057523
0.75,114,1,MSM.MSMW,0.067600666209464
0.75,114,2,MSM.MSMW,0.0788862008443622
0.75,115,4,MSM.MSMW,0.0700042216096749
0.75,116,1,MSM.MSMW,0.0896285043502278
0.75,116,2,MSM.MSMW,0.0598733448474381
0.75,116,3,MSM.MSMW,0.0544637843907916
0.75,116,4,MSM.MSMW,0.0754971676509581
0.75,117,1,MSM.MSMW,0.0851811196487376
0.75,117,2,MSM.MSMW,0.0910540034034853
0.75,117,3,MSM.MSMW,0.0700286532951289
0.75,118,1,MSM.MSMW,0.0757971441809527
0.75,118,2,MSM.MSMW,0.0635224891900325
0.75,118,3,MSM.MSMW,0.0734024179620034
0.75,119,3,MSM.MSMW,0.0844826653685975
0.75,120,2,MSM.MSMW,0.0563493220586091
0.75,120,3,MSM.MSMW,0.0649659442724458
0.75,121,2,MSM.MSMW,0.0569836214740673
0.75,121,3,MSM.MSMW,0.0869934404653236
0.75,121,4,MSM.MSMW,0.0828431796557391
0.75,122,2,MSM.MSMW,0.0784578590725895
0.75,122,3,MSM.MSMW,0.057431626434164
0.75,123,1,MSM.MSMW,0.0612358379092236
0.75,123,3,MSM.MSMW,0.0856775361455827
0.75,123,4,MSM.MSMW,0.0629033788914198
0.75,124,2,MSM.MSMW,0.0724517334440523
0.75,124,3,MSM.MSMW,0.0657495276309364
0.75,124,4,MSM.MSMW,0.0527839905826957
0.75,125,2,MSM.MSMW,0.0685519417250498
0.75,126,3,MSM.MSMW,0.0818131308454486
0.75,126,4,MSM.MSMW,0.041519490682967
0.75,127,1,MSM.MSMW,0.0615116532345894
0.75,127,2,MSM.MSMW,0.0738182796663377
0.75,128,2,MSM.MSMW,0.0859244026197554
0.75,128,3,MSM.MSMW,0.0675363435063059
0.75,128,4,MSM.MSMW,0.0389396558821108
0.75,130,3,MSM.MSMW,0.0651947227637484
0.75,130,4,MSM.MSMW,0.0563666153131342
0.75,131,2,MSM.MSMW,0.0795477529226164
0.75,131,3,MSM.MSMW,0.0392633939220457
0.75,132,1,MSM.MSMW,0.0854259233197289
0.75,132,2,MSM.MSMW,0.05699784405318
0.75,132,4,MSM.MSMW,0.0352032054951345
0.75,134,1,MSM.MSMW,0.0677417396758594
0.75,134,2,MSM.MSMW,0.0812134518355886
0.75,134,3,MSM.MSMW,0.0779038951947597
0.75,134,4,MSM.MSMW,0.0614331562952654
0.75,135,2,MSM.MSMW,0.08541808055042
0.75,135,4,MSM.MSMW,0.0509899809160305
0.75,136,4,MSM.MSMW,0.0756383311720252
0.75,137,2,MSM.MSMW,0.0892959358900973
0.75,137,3,MSM.MSMW,0.0643282743114109
0.75,137,4,MSM.MSMW,0.0659871387784507
0.75,138,1,MSM.MSMW,0.0787466212834117
0.75,139,2,MSM.MSMW,0.0818568232662192
0.75,139,4,MSM.MSMW,0.0612593233416727
0.75,140,1,MSM.MSMW,0.0753876105364389
0.75,140,4,MSM.MSMW,0.0476555780272915
