measure,MSM+MSMW,MSMW+MSW,p_msmw_w,replicate
WSM_group_to_MSM_group_proportion,43343,43343,0.05,18
WSM_group_to_MSM_group_triplet_proportion,43343,43343,0.05,18
average_time_in_MSM_network,9206,104691,0.05,18
average_time_in_WSM_network,4003,99135,0.05,18
average_time_in_network_overall,13209,203826,0.05,18
total_between_network_proportion,43343,43343,0.05,18
total_triplet_proportion,43343,43343,0.05,18
MSM_group_to_WSM_group_proportion,43305,43305,0.05,20
MSM_group_to_WSM_group_triplet_proportion,43305,43305,0.05,20
WSM_group_to_MSM_group_proportion,43305,43305,0.05,20
WSM_group_to_MSM_group_triplet_proportion,43305,43305,0.05,20
average_time_in_MSM_network,15008,161373,0.05,20
average_time_in_WSM_network,4298,150460,0.05,20
average_time_in_network_overall,19306,311833,0.05,20
total_between_network_proportion,43305,43305,0.05,20
total_triplet_proportion,43305,43305,0.05,20
MSM_group_to_WSM_group_proportion,40336,40336,0.05,24
MSM_group_to_WSM_group_triplet_proportion,40336,40336,0.05,24
WSM_group_to_MSM_group_proportion,40336,40336,0.05,24
WSM_group_to_MSM_group_triplet_proportion,40336,40336,0.05,24
average_time_in_MSM_network,11665,121261,0.05,24
average_time_in_WSM_network,9224,118890,0.05,24
average_time_in_network_overall,20889,240151,0.05,24
total_between_network_proportion,40336,40336,0.05,24
total_triplet_proportion,40336,40336,0.05,24
MSM_group_to_WSM_group_proportion,44332,44332,0.05,26
MSM_group_to_WSM_group_triplet_proportion,44332,44332,0.05,26
WSM_group_to_MSM_group_proportion,44332,44332,0.05,26
WSM_group_to_MSM_group_triplet_proportion,44332,44332,0.05,26
average_time_in_MSM_network,10872,117971,0.05,26
average_time_in_WSM_network,8320,115215,0.05,26
average_time_in_network_overall,19192,233186,0.05,26
total_between_network_proportion,44332,44332,0.05,26
total_triplet_proportion,44332,44332,0.05,26
MSM_group_to_WSM_group_proportion,44164,44164,0.05,32
MSM_group_to_WSM_group_triplet_proportion,44164,44164,0.05,32
WSM_group_to_MSM_group_proportion,44164,44164,0.05,32
WSM_group_to_MSM_group_triplet_proportion,44164,44164,0.05,32
average_time_in_MSM_network,5150,68901,0.05,32
average_time_in_WSM_network,8032,70678,0.05,32
average_time_in_network_overall,13182,139579,0.05,32
total_between_network_proportion,44164,44164,0.05,32
total_triplet_proportion,44164,44164,0.05,32
MSM_group_to_WSM_group_proportion,42153,42153,0.05,34
MSM_group_to_WSM_group_triplet_proportion,42153,42153,0.05,34
WSM_group_to_MSM_group_proportion,42153,42153,0.05,34
WSM_group_to_MSM_group_triplet_proportion,42153,42153,0.05,34
average_time_in_MSM_network,6521,78281,0.05,34
average_time_in_WSM_network,3221,74501,0.05,34
average_time_in_network_overall,9742,152782,0.05,34
total_between_network_proportion,42153,42153,0.05,34
total_triplet_proportion,42153,42153,0.05,34
MSM_group_to_WSM_group_proportion,41823,41823,0.05,39
MSM_group_to_WSM_group_triplet_proportion,41823,41823,0.05,39
WSM_group_to_MSM_group_proportion,41823,41823,0.05,39
WSM_group_to_MSM_group_triplet_proportion,41823,41823,0.05,39
average_time_in_MSM_network,12628,124369,0.05,39
average_time_in_WSM_network,6224,118121,0.05,39
average_time_in_network_overall,18852,242490,0.05,39
total_between_network_proportion,41823,41823,0.05,39
total_triplet_proportion,41823,41823,0.05,39
MSM_group_to_WSM_group_proportion,44334,44334,0.05,42
MSM_group_to_WSM_group_triplet_proportion,44334,44334,0.05,42
WSM_group_to_MSM_group_proportion,44334,44334,0.05,42
WSM_group_to_MSM_group_triplet_proportion,44334,44334,0.05,42
average_time_in_MSM_network,15867,51485,0.05,42
average_time_in_WSM_network,6934,41890,0.05,42
average_time_in_network_overall,22801,93375,0.05,42
total_between_network_proportion,44334,44334,0.05,42
total_triplet_proportion,44334,44334,0.05,42
MSM_group_to_WSM_group_proportion,47119,47119,0.05,44
MSM_group_to_WSM_group_triplet_proportion,47119,47119,0.05,44
WSM_group_to_MSM_group_proportion,47119,47119,0.05,44
WSM_group_to_MSM_group_triplet_proportion,47119,47119,0.05,44
average_time_in_MSM_network,3141,84734,0.05,44
average_time_in_WSM_network,1112,82482,0.05,44
average_time_in_network_overall,4253,167216,0.05,44
total_between_network_proportion,47119,47119,0.05,44
total_triplet_proportion,47119,47119,0.05,44
MSM_group_to_WSM_group_proportion,45787,45787,0.05,45
MSM_group_to_WSM_group_triplet_proportion,45787,45787,0.05,45
WSM_group_to_MSM_group_proportion,45787,45787,0.05,45
WSM_group_to_MSM_group_triplet_proportion,45787,45787,0.05,45
average_time_in_MSM_network,11936,90361,0.05,45
average_time_in_WSM_network,5905,84745,0.05,45
average_time_in_network_overall,17841,175106,0.05,45
total_between_network_proportion,45787,45787,0.05,45
total_triplet_proportion,45787,45787,0.05,45
MSM_group_to_WSM_group_proportion,46715,46715,0.05,46
MSM_group_to_WSM_group_triplet_proportion,46715,46715,0.05,46
WSM_group_to_MSM_group_proportion,46715,46715,0.05,46
WSM_group_to_MSM_group_triplet_proportion,46715,46715,0.05,46
average_time_in_MSM_network,51538,228536,0.05,46
average_time_in_WSM_network,38455,216960,0.05,46
average_time_in_network_overall,89993,445496,0.05,46
total_between_network_proportion,46715,46715,0.05,46
total_triplet_proportion,46715,46715,0.05,46
MSM_group_to_WSM_group_proportion,43639,43639,0.05,50
MSM_group_to_WSM_group_triplet_proportion,43639,43639,0.05,50
WSM_group_to_MSM_group_proportion,43639,43639,0.05,50
WSM_group_to_MSM_group_triplet_proportion,43639,43639,0.05,50
average_time_in_MSM_network,7115,137637,0.05,50
average_time_in_WSM_network,13053,142023,0.05,50
average_time_in_network_overall,20168,279660,0.05,50
total_between_network_proportion,43639,43639,0.05,50
total_triplet_proportion,43639,43639,0.05,50
MSM_group_to_WSM_group_proportion,48245,48245,0.05,51
MSM_group_to_WSM_group_triplet_proportion,48245,48245,0.05,51
WSM_group_to_MSM_group_proportion,48245,48245,0.05,51
WSM_group_to_MSM_group_triplet_proportion,48245,48245,0.05,51
average_time_in_MSM_network,10902,125520,0.05,51
average_time_in_WSM_network,9945,123989,0.05,51
average_time_in_network_overall,20847,249509,0.05,51
total_between_network_proportion,48245,48245,0.05,51
total_triplet_proportion,48245,48245,0.05,51
MSM_group_to_WSM_group_proportion,47494,47494,0.05,57
MSM_group_to_WSM_group_triplet_proportion,47494,47494,0.05,57
WSM_group_to_MSM_group_proportion,47494,47494,0.05,57
WSM_group_to_MSM_group_triplet_proportion,47494,47494,0.05,57
average_time_in_MSM_network,10315,93960,0.05,57
average_time_in_WSM_network,4497,87282,0.05,57
average_time_in_network_overall,14812,181242,0.05,57
total_between_network_proportion,47494,47494,0.05,57
total_triplet_proportion,47494,47494,0.05,57
MSM_group_to_WSM_group_proportion,43716,43716,0.05,59
MSM_group_to_WSM_group_triplet_proportion,43716,43716,0.05,59
WSM_group_to_MSM_group_proportion,43716,43716,0.05,59
WSM_group_to_MSM_group_triplet_proportion,43716,43716,0.05,59
average_time_in_MSM_network,9548,92494,0.05,59
average_time_in_WSM_network,8654,92284,0.05,59
average_time_in_network_overall,18202,184778,0.05,59
total_between_network_proportion,43716,43716,0.05,59
total_triplet_proportion,43716,43716,0.05,59
MSM_group_to_WSM_group_proportion,36642,36642,0.05,61
MSM_group_to_WSM_group_triplet_proportion,36642,36642,0.05,61
WSM_group_to_MSM_group_proportion,36642,36642,0.05,61
WSM_group_to_MSM_group_triplet_proportion,36642,36642,0.05,61
average_time_in_MSM_network,1685,69565,0.05,61
average_time_in_WSM_network,1118,68228,0.05,61
average_time_in_network_overall,2803,137793,0.05,61
total_between_network_proportion,36642,36642,0.05,61
total_triplet_proportion,36642,36642,0.05,61
MSM_group_to_WSM_group_proportion,39774,39774,0.05,66
MSM_group_to_WSM_group_triplet_proportion,39774,39774,0.05,66
WSM_group_to_MSM_group_proportion,39774,39774,0.05,66
WSM_group_to_MSM_group_triplet_proportion,39774,39774,0.05,66
average_time_in_MSM_network,1359,64415,0.05,66
average_time_in_WSM_network,1827,64966,0.05,66
average_time_in_network_overall,3186,129381,0.05,66
total_between_network_proportion,39774,39774,0.05,66
total_triplet_proportion,39774,39774,0.05,66
MSM_group_to_WSM_group_proportion,41467,41467,0.05,67
MSM_group_to_WSM_group_triplet_proportion,41467,41467,0.05,67
WSM_group_to_MSM_group_proportion,41467,41467,0.05,67
WSM_group_to_MSM_group_triplet_proportion,41467,41467,0.05,67
average_time_in_MSM_network,10234,112218,0.05,67
average_time_in_WSM_network,8286,109692,0.05,67
average_time_in_network_overall,18520,221910,0.05,67
total_between_network_proportion,41467,41467,0.05,67
total_triplet_proportion,41467,41467,0.05,67
MSM_group_to_WSM_group_proportion,44782,44782,0.05,76
MSM_group_to_WSM_group_triplet_proportion,44782,44782,0.05,76
WSM_group_to_MSM_group_proportion,44782,44782,0.05,76
WSM_group_to_MSM_group_triplet_proportion,44782,44782,0.05,76
average_time_in_MSM_network,3554,85562,0.05,76
average_time_in_WSM_network,7752,88589,0.05,76
average_time_in_network_overall,11306,174151,0.05,76
total_between_network_proportion,44782,44782,0.05,76
total_triplet_proportion,44782,44782,0.05,76
MSM_group_to_WSM_group_proportion,44632,44632,0.05,80
MSM_group_to_WSM_group_triplet_proportion,44632,44632,0.05,80
WSM_group_to_MSM_group_proportion,44632,44632,0.05,80
WSM_group_to_MSM_group_triplet_proportion,44632,44632,0.05,80
average_time_in_MSM_network,12182,135770,0.05,80
average_time_in_WSM_network,8256,131235,0.05,80
average_time_in_network_overall,20438,267005,0.05,80
total_between_network_proportion,44632,44632,0.05,80
total_triplet_proportion,44632,44632,0.05,80
MSM_group_to_WSM_group_proportion,42959,42959,0.05,83
MSM_group_to_WSM_group_triplet_proportion,42959,42959,0.05,83
WSM_group_to_MSM_group_proportion,42959,42959,0.05,83
WSM_group_to_MSM_group_triplet_proportion,42959,42959,0.05,83
average_time_in_MSM_network,10105,88800,0.05,83
average_time_in_WSM_network,6895,85176,0.05,83
average_time_in_network_overall,17000,173976,0.05,83
total_between_network_proportion,42959,42959,0.05,83
total_triplet_proportion,42959,42959,0.05,83
MSM_group_to_WSM_group_proportion,42381,42381,0.05,86
MSM_group_to_WSM_group_triplet_proportion,42381,42381,0.05,86
WSM_group_to_MSM_group_proportion,42381,42381,0.05,86
WSM_group_to_MSM_group_triplet_proportion,42381,42381,0.05,86
average_time_in_MSM_network,13024,211428,0.05,86
average_time_in_WSM_network,8453,208241,0.05,86
average_time_in_network_overall,21477,419669,0.05,86
total_between_network_proportion,42381,42381,0.05,86
total_triplet_proportion,42381,42381,0.05,86
MSM_group_to_WSM_group_proportion,43103,43103,0.05,92
MSM_group_to_WSM_group_triplet_proportion,43103,43103,0.05,92
WSM_group_to_MSM_group_proportion,43103,43103,0.05,92
WSM_group_to_MSM_group_triplet_proportion,43103,43103,0.05,92
average_time_in_MSM_network,6885,89905,0.05,92
average_time_in_WSM_network,4102,85913,0.05,92
average_time_in_network_overall,10987,175818,0.05,92
total_between_network_proportion,43103,43103,0.05,92
total_triplet_proportion,43103,43103,0.05,92
MSM_group_to_WSM_group_proportion,45175,45175,0.05,93
MSM_group_to_WSM_group_triplet_proportion,45175,45175,0.05,93
WSM_group_to_MSM_group_proportion,45175,45175,0.05,93
WSM_group_to_MSM_group_triplet_proportion,45175,45175,0.05,93
average_time_in_MSM_network,5835,87746,0.05,93
average_time_in_WSM_network,3915,85350,0.05,93
average_time_in_network_overall,9750,173096,0.05,93
total_between_network_proportion,45175,45175,0.05,93
total_triplet_proportion,45175,45175,0.05,93
MSM_group_to_WSM_group_proportion,42427,42427,0.05,97
MSM_group_to_WSM_group_triplet_proportion,42427,42427,0.05,97
WSM_group_to_MSM_group_proportion,42427,42427,0.05,97
WSM_group_to_MSM_group_triplet_proportion,42427,42427,0.05,97
average_time_in_MSM_network,9980,66128,0.05,97
average_time_in_WSM_network,12525,67975,0.05,97
average_time_in_network_overall,22505,134103,0.05,97
total_between_network_proportion,42427,42427,0.05,97
total_triplet_proportion,42427,42427,0.05,97
MSM_group_to_WSM_group_proportion,42285,42285,0.05,98
MSM_group_to_WSM_group_triplet_proportion,42285,42285,0.05,98
WSM_group_to_MSM_group_proportion,42285,42285,0.05,98
WSM_group_to_MSM_group_triplet_proportion,42285,42285,0.05,98
average_time_in_MSM_network,18512,137146,0.05,98
average_time_in_WSM_network,8252,126319,0.05,98
average_time_in_network_overall,26764,263465,0.05,98
total_between_network_proportion,42285,42285,0.05,98
total_triplet_proportion,42285,42285,0.05,98
MSM_group_to_WSM_group_proportion,45945,45945,0.05,99
MSM_group_to_WSM_group_triplet_proportion,45945,45945,0.05,99
WSM_group_to_MSM_group_proportion,45945,45945,0.05,99
WSM_group_to_MSM_group_triplet_proportion,45945,45945,0.05,99
average_time_in_MSM_network,2846,91161,0.05,99
average_time_in_WSM_network,1863,89552,0.05,99
average_time_in_network_overall,4709,180713,0.05,99
total_between_network_proportion,45945,45945,0.05,99
total_triplet_proportion,45945,45945,0.05,99
MSM_group_to_WSM_group_proportion,42951,42951,0.05,103
MSM_group_to_WSM_group_triplet_proportion,42951,42951,0.05,103
WSM_group_to_MSM_group_proportion,42951,42951,0.05,103
WSM_group_to_MSM_group_triplet_proportion,42951,42951,0.05,103
average_time_in_MSM_network,5005,100593,0.05,103
average_time_in_WSM_network,4696,99460,0.05,103
average_time_in_network_overall,9701,200053,0.05,103
total_between_network_proportion,42951,42951,0.05,103
total_triplet_proportion,42951,42951,0.05,103
MSM_group_to_WSM_group_proportion,41163,41163,0.05,105
MSM_group_to_WSM_group_triplet_proportion,41163,41163,0.05,105
WSM_group_to_MSM_group_proportion,41163,41163,0.05,105
WSM_group_to_MSM_group_triplet_proportion,41163,41163,0.05,105
average_time_in_MSM_network,6708,84838,0.05,105
average_time_in_WSM_network,5837,83075,0.05,105
average_time_in_network_overall,12545,167913,0.05,105
total_between_network_proportion,41163,41163,0.05,105
total_triplet_proportion,41163,41163,0.05,105
MSM_group_to_WSM_group_proportion,47617,47617,0.05,109
MSM_group_to_WSM_group_triplet_proportion,47617,47617,0.05,109
WSM_group_to_MSM_group_proportion,47617,47617,0.05,109
WSM_group_to_MSM_group_triplet_proportion,47617,47617,0.05,109
average_time_in_MSM_network,10826,163991,0.05,109
average_time_in_WSM_network,4708,157043,0.05,109
average_time_in_network_overall,15534,321034,0.05,109
total_between_network_proportion,47617,47617,0.05,109
total_triplet_proportion,47617,47617,0.05,109
MSM_group_to_WSM_group_proportion,46170,46170,0.05,111
MSM_group_to_WSM_group_triplet_proportion,46170,46170,0.05,111
WSM_group_to_MSM_group_proportion,46170,46170,0.05,111
WSM_group_to_MSM_group_triplet_proportion,46170,46170,0.05,111
average_time_in_MSM_network,34223,88886,0.05,111
average_time_in_WSM_network,31989,86007,0.05,111
average_time_in_network_overall,66212,174893,0.05,111
total_between_network_proportion,46170,46170,0.05,111
total_triplet_proportion,46170,46170,0.05,111
MSM_group_to_WSM_group_proportion,40339,40339,0.05,118
MSM_group_to_WSM_group_triplet_proportion,40339,40339,0.05,118
WSM_group_to_MSM_group_proportion,40339,40339,0.05,118
WSM_group_to_MSM_group_triplet_proportion,40339,40339,0.05,118
average_time_in_MSM_network,5448,62333,0.05,118
average_time_in_WSM_network,7326,63065,0.05,118
average_time_in_network_overall,12774,125398,0.05,118
total_between_network_proportion,40339,40339,0.05,118
total_triplet_proportion,40339,40339,0.05,118
MSM_group_to_WSM_group_proportion,46903,46903,0.05,122
MSM_group_to_WSM_group_triplet_proportion,46903,46903,0.05,122
WSM_group_to_MSM_group_proportion,46903,46903,0.05,122
WSM_group_to_MSM_group_triplet_proportion,46903,46903,0.05,122
average_time_in_MSM_network,11821,179031,0.05,122
average_time_in_WSM_network,3598,171116,0.05,122
average_time_in_network_overall,15419,350147,0.05,122
total_between_network_proportion,46903,46903,0.05,122
total_triplet_proportion,46903,46903,0.05,122
MSM_group_to_WSM_group_proportion,41334,41334,0.05,132
MSM_group_to_WSM_group_triplet_proportion,41334,41334,0.05,132
WSM_group_to_MSM_group_proportion,41334,41334,0.05,132
WSM_group_to_MSM_group_triplet_proportion,41334,41334,0.05,132
average_time_in_MSM_network,9254,76272,0.05,132
average_time_in_WSM_network,2434,68747,0.05,132
average_time_in_network_overall,11688,145019,0.05,132
total_between_network_proportion,41334,41334,0.05,132
total_triplet_proportion,41334,41334,0.05,132
MSM_group_to_WSM_group_proportion,42135,42135,0.05,135
MSM_group_to_WSM_group_triplet_proportion,42135,42135,0.05,135
WSM_group_to_MSM_group_proportion,42135,42135,0.05,135
WSM_group_to_MSM_group_triplet_proportion,42135,42135,0.05,135
average_time_in_MSM_network,5643,137854,0.05,135
average_time_in_WSM_network,1963,133451,0.05,135
average_time_in_network_overall,7606,271305,0.05,135
total_between_network_proportion,42135,42135,0.05,135
total_triplet_proportion,42135,42135,0.05,135
MSM_group_to_WSM_group_proportion,43569,43569,0.05,144
MSM_group_to_WSM_group_triplet_proportion,43569,43569,0.05,144
WSM_group_to_MSM_group_proportion,43569,43569,0.05,144
WSM_group_to_MSM_group_triplet_proportion,43569,43569,0.05,144
average_time_in_MSM_network,3059,82229,0.05,144
average_time_in_WSM_network,5065,82799,0.05,144
average_time_in_network_overall,8124,165028,0.05,144
total_between_network_proportion,43569,43569,0.05,144
total_triplet_proportion,43569,43569,0.05,144
MSM_group_to_WSM_group_proportion,43883,43883,0.05,145
MSM_group_to_WSM_group_triplet_proportion,43883,43883,0.05,145
WSM_group_to_MSM_group_proportion,43883,43883,0.05,145
WSM_group_to_MSM_group_triplet_proportion,43883,43883,0.05,145
average_time_in_MSM_network,5972,98193,0.05,145
average_time_in_WSM_network,4491,96187,0.05,145
average_time_in_network_overall,10463,194380,0.05,145
total_between_network_proportion,43883,43883,0.05,145
total_triplet_proportion,43883,43883,0.05,145
MSM_group_to_WSM_group_proportion,44319,44319,0.05,149
MSM_group_to_WSM_group_triplet_proportion,44319,44319,0.05,149
WSM_group_to_MSM_group_proportion,44319,44319,0.05,149
WSM_group_to_MSM_group_triplet_proportion,44319,44319,0.05,149
average_time_in_MSM_network,20107,166221,0.05,149
average_time_in_WSM_network,10898,159224,0.05,149
average_time_in_network_overall,31005,325445,0.05,149
total_between_network_proportion,44319,44319,0.05,149
total_triplet_proportion,44319,44319,0.05,149
MSM_group_to_WSM_group_proportion,48350,48350,0.05,162
MSM_group_to_WSM_group_triplet_proportion,48350,48350,0.05,162
WSM_group_to_MSM_group_proportion,48350,48350,0.05,162
WSM_group_to_MSM_group_triplet_proportion,48350,48350,0.05,162
average_time_in_MSM_network,10755,88180,0.05,162
average_time_in_WSM_network,11207,87536,0.05,162
average_time_in_network_overall,21962,175716,0.05,162
total_between_network_proportion,48350,48350,0.05,162
total_triplet_proportion,48350,48350,0.05,162
MSM_group_to_WSM_group_proportion,42741,42741,0.05,164
MSM_group_to_WSM_group_triplet_proportion,42741,42741,0.05,164
WSM_group_to_MSM_group_proportion,42741,42741,0.05,164
WSM_group_to_MSM_group_triplet_proportion,42741,42741,0.05,164
average_time_in_MSM_network,11774,65606,0.05,164
average_time_in_WSM_network,11100,64202,0.05,164
average_time_in_network_overall,22874,129808,0.05,164
total_between_network_proportion,42741,42741,0.05,164
total_triplet_proportion,42741,42741,0.05,164
MSM_group_to_WSM_group_proportion,43175,43175,0.05,173
MSM_group_to_WSM_group_triplet_proportion,43175,43175,0.05,173
WSM_group_to_MSM_group_proportion,43175,43175,0.05,173
WSM_group_to_MSM_group_triplet_proportion,43175,43175,0.05,173
average_time_in_MSM_network,38005,166782,0.05,173
average_time_in_WSM_network,27808,157097,0.05,173
average_time_in_network_overall,65813,323879,0.05,173
total_between_network_proportion,43175,43175,0.05,173
total_triplet_proportion,43175,43175,0.05,173
MSM_group_to_WSM_group_proportion,42583,42583,0.05,174
MSM_group_to_WSM_group_triplet_proportion,42583,42583,0.05,174
WSM_group_to_MSM_group_proportion,42583,42583,0.05,174
WSM_group_to_MSM_group_triplet_proportion,42583,42583,0.05,174
average_time_in_MSM_network,804,48442,0.05,174
average_time_in_WSM_network,3970,50403,0.05,174
average_time_in_network_overall,4774,98845,0.05,174
total_between_network_proportion,42583,42583,0.05,174
total_triplet_proportion,42583,42583,0.05,174
MSM_group_to_WSM_group_proportion,43010,43010,0.05,181
MSM_group_to_WSM_group_triplet_proportion,43010,43010,0.05,181
WSM_group_to_MSM_group_proportion,43010,43010,0.05,181
WSM_group_to_MSM_group_triplet_proportion,43010,43010,0.05,181
average_time_in_MSM_network,2695,60455,0.05,181
average_time_in_WSM_network,1597,58810,0.05,181
average_time_in_network_overall,4292,119265,0.05,181
total_between_network_proportion,43010,43010,0.05,181
total_triplet_proportion,43010,43010,0.05,181
MSM_group_to_WSM_group_proportion,42237,42237,0.05,183
MSM_group_to_WSM_group_triplet_proportion,42237,42237,0.05,183
WSM_group_to_MSM_group_proportion,42237,42237,0.05,183
WSM_group_to_MSM_group_triplet_proportion,42237,42237,0.05,183
average_time_in_MSM_network,21774,105408,0.05,183
average_time_in_WSM_network,20506,104307,0.05,183
average_time_in_network_overall,42280,209715,0.05,183
total_between_network_proportion,42237,42237,0.05,183
total_triplet_proportion,42237,42237,0.05,183
MSM_group_to_WSM_group_proportion,46982,46982,0.05,185
MSM_group_to_WSM_group_triplet_proportion,46982,46982,0.05,185
WSM_group_to_MSM_group_proportion,46982,46982,0.05,185
WSM_group_to_MSM_group_triplet_proportion,46982,46982,0.05,185
average_time_in_MSM_network,2300,96952,0.05,185
average_time_in_WSM_network,1746,96205,0.05,185
average_time_in_network_overall,4046,193157,0.05,185
total_between_network_proportion,46982,46982,0.05,185
total_triplet_proportion,46982,46982,0.05,185
MSM_group_to_WSM_group_proportion,40198,40198,0.05,187
MSM_group_to_WSM_group_triplet_proportion,40198,40198,0.05,187
WSM_group_to_MSM_group_proportion,40198,40198,0.05,187
WSM_group_to_MSM_group_triplet_proportion,40198,40198,0.05,187
average_time_in_MSM_network,4807,50052,0.05,187
average_time_in_WSM_network,3946,49078,0.05,187
average_time_in_network_overall,8753,99130,0.05,187
total_between_network_proportion,40198,40198,0.05,187
total_triplet_proportion,40198,40198,0.05,187
MSM_group_to_WSM_group_proportion,40840,40840,0.05,188
MSM_group_to_WSM_group_triplet_proportion,40840,40840,0.05,188
WSM_group_to_MSM_group_proportion,40840,40840,0.05,188
WSM_group_to_MSM_group_triplet_proportion,40840,40840,0.05,188
average_time_in_MSM_network,1508,47890,0.05,188
average_time_in_WSM_network,669,46239,0.05,188
average_time_in_network_overall,2177,94129,0.05,188
total_between_network_proportion,40840,40840,0.05,188
total_triplet_proportion,40840,40840,0.05,188
MSM_group_to_WSM_group_proportion,46116,46116,0.05,192
MSM_group_to_WSM_group_triplet_proportion,46116,46116,0.05,192
WSM_group_to_MSM_group_proportion,46116,46116,0.05,192
WSM_group_to_MSM_group_triplet_proportion,46116,46116,0.05,192
average_time_in_MSM_network,4254,105018,0.05,192
average_time_in_WSM_network,5137,106991,0.05,192
average_time_in_network_overall,9391,212009,0.05,192
total_between_network_proportion,46116,46116,0.05,192
total_triplet_proportion,46116,46116,0.05,192
MSM_group_to_WSM_group_proportion,47261,47261,0.05,194
MSM_group_to_WSM_group_triplet_proportion,47261,47261,0.05,194
WSM_group_to_MSM_group_proportion,47261,47261,0.05,194
WSM_group_to_MSM_group_triplet_proportion,47261,47261,0.05,194
average_time_in_MSM_network,4084,81387,0.05,194
average_time_in_WSM_network,3072,80023,0.05,194
average_time_in_network_overall,7156,161410,0.05,194
total_between_network_proportion,47261,47261,0.05,194
total_triplet_proportion,47261,47261,0.05,194
MSM_group_to_WSM_group_proportion,46955,46955,0.05,196
MSM_group_to_WSM_group_triplet_proportion,46955,46955,0.05,196
WSM_group_to_MSM_group_proportion,46955,46955,0.05,196
WSM_group_to_MSM_group_triplet_proportion,46955,46955,0.05,196
average_time_in_MSM_network,7979,59981,0.05,196
average_time_in_WSM_network,1200,52748,0.05,196
average_time_in_network_overall,9179,112729,0.05,196
total_between_network_proportion,46955,46955,0.05,196
total_triplet_proportion,46955,46955,0.05,196
MSM_group_to_WSM_group_proportion,45381,45381,0.05,197
MSM_group_to_WSM_group_triplet_proportion,45381,45381,0.05,197
WSM_group_to_MSM_group_proportion,45381,45381,0.05,197
WSM_group_to_MSM_group_triplet_proportion,45381,45381,0.05,197
average_time_in_MSM_network,6682,97201,0.05,197
average_time_in_WSM_network,8446,97842,0.05,197
average_time_in_network_overall,15128,195043,0.05,197
total_between_network_proportion,45381,45381,0.05,197
total_triplet_proportion,45381,45381,0.05,197
MSM_group_to_WSM_group_proportion,42113,42113,0.05,202
MSM_group_to_WSM_group_triplet_proportion,42113,42113,0.05,202
WSM_group_to_MSM_group_proportion,42113,42113,0.05,202
WSM_group_to_MSM_group_triplet_proportion,42113,42113,0.05,202
average_time_in_MSM_network,1105,78452,0.05,202
average_time_in_WSM_network,754,77338,0.05,202
average_time_in_network_overall,1859,155790,0.05,202
total_between_network_proportion,42113,42113,0.05,202
total_triplet_proportion,42113,42113,0.05,202
MSM_group_to_WSM_group_proportion,43916,43916,0.05,205
MSM_group_to_WSM_group_triplet_proportion,43916,43916,0.05,205
WSM_group_to_MSM_group_proportion,43916,43916,0.05,205
WSM_group_to_MSM_group_triplet_proportion,43916,43916,0.05,205
average_time_in_MSM_network,4333,68147,0.05,205
average_time_in_WSM_network,4778,68321,0.05,205
average_time_in_network_overall,9111,136468,0.05,205
total_between_network_proportion,43916,43916,0.05,205
total_triplet_proportion,43916,43916,0.05,205
MSM_group_to_WSM_group_proportion,43467,43467,0.05,213
MSM_group_to_WSM_group_triplet_proportion,43467,43467,0.05,213
