day,day_post_burnin,WSM_prevalence,WSM_hi_prevalence,MSW_prevalence,MSW_hi_prevalence,MSM_prevalence,MSM_hi_prevalence,MSMW_prevalence,MSMW_hi_prevalence,p_msmw_w,replicate
12000,0,0.0393684210526315,0.5275590551181102,0.0288421052631578,0.3067484662576687,0.1066666666666666,0.4565217391304347,0.09,0.3636363636363636,0.05,1
12100,100,0.0412631578947368,0.5196850393700787,0.0338947368421052,0.3374233128834356,0.1266666666666666,0.4565217391304347,0.16,0.6060606060606061,0.05,1
12200,200,0.0450526315789473,0.5748031496062992,0.0362105263157894,0.4539877300613497,0.1366666666666666,0.6086956521739131,0.17,0.5757575757575758,0.05,1
12300,300,0.044,0.5354330708661418,0.0351578947368421,0.3558282208588957,0.1533333333333333,0.6739130434782609,0.155,0.5757575757575758,0.05,1
12400,400,0.0397894736842105,0.4488188976377952,0.0336842105263157,0.4539877300613497,0.1366666666666666,0.6086956521739131,0.12,0.5151515151515151,0.05,1
12500,500,0.0389473684210526,0.4960629921259842,0.0326315789473684,0.4171779141104294,0.1433333333333333,0.6956521739130435,0.1,0.4242424242424242,0.05,1
12600,600,0.0383157894736842,0.4960629921259842,0.028,0.3435582822085889,0.1133333333333333,0.4782608695652174,0.125,0.5454545454545454,0.05,1
12700,700,0.0372631578947368,0.4488188976377952,0.0282105263157894,0.3619631901840491,0.1166666666666666,0.5217391304347826,0.085,0.3333333333333333,0.05,1
12800,800,0.0404210526315789,0.4251968503937008,0.0273684210526315,0.3128834355828221,0.08,0.3260869565217391,0.135,0.5757575757575758,0.05,1
12900,900,0.0391578947368421,0.4488188976377952,0.0273684210526315,0.4049079754601227,0.1,0.4565217391304347,0.12,0.5151515151515151,0.05,1
13000,1000,0.0387368421052631,0.4409448818897638,0.0288421052631578,0.3312883435582822,0.0766666666666666,0.3043478260869565,0.125,0.5757575757575758,0.05,1
13100,1100,0.039578947368421,0.5118110236220472,0.0292631578947368,0.3742331288343558,0.1,0.5217391304347826,0.08,0.2727272727272727,0.05,1
