measure,MSM+MSMW,MSMW+MSW,p_msmw_w,replicate
MSM_group_to_WSM_group_proportion,0.0036266692285522,0.0209434143529637,0.05,1
MSM_group_to_WSM_group_triplet_proportion,0.0022096262849457,0.0157555961187433,0.05,1
WSM_group_to_MSM_group_proportion,0.0020895378998943,0.0256989144009991,0.05,1
WSM_group_to_MSM_group_triplet_proportion,0.0010807954654625,0.0029541742722643,0.05,1
average_time_in_MSM_network,352.6905882352941,76.38337330581739,0.05,1
average_time_in_WSM_network,1541.0894352396224,108.42841916780355,0.05,1
average_time_in_network_overall,929.5722563348612,92.25388502575942,0.05,1
total_between_network_proportion,0.0057162071284465,0.0466423287539629,0.05,1
total_triplet_proportion,0.0032904217504083,0.0187097703910077,0.05,1
MSM_group_to_WSM_group_proportion,0.0031427344050283,0.0250062176400099,0.05,2
MSM_group_to_WSM_group_triplet_proportion,0.0025548848040878,0.0173189536277103,0.05,2
WSM_group_to_MSM_group_proportion,0.0021026928033643,0.0256845056410952,0.05,2
WSM_group_to_MSM_group_triplet_proportion,0.0015374528024599,0.0071220240113952,0.05,2
average_time_in_MSM_network,918.0038579570364,158.4082934759117,0.05,2
average_time_in_WSM_network,83.86300878608571,34.94559885846785,0.05,2
average_time_in_network_overall,644.0665410434577,98.31566813608696,0.05,2
total_between_network_proportion,0.0052454272083926,0.0506907232811051,0.05,2
total_triplet_proportion,0.0040923376065477,0.0244409776391055,0.05,2
MSM_group_to_WSM_group_proportion,0.0019135551462673,0.0172937546343913,0.05,4
MSM_group_to_WSM_group_triplet_proportion,0.0013394886023871,0.0132752888272298,0.05,4
WSM_group_to_MSM_group_proportion,0.0012438108450737,0.0168153658478245,0.05,4
WSM_group_to_MSM_group_triplet_proportion,0.0008371803764919,0.0013873274810438,0.05,4
average_time_in_MSM_network,247.05449069003285,153.15141066393693,0.05,4
average_time_in_WSM_network,107.83833151581244,21.44224973675611,0.05,4
average_time_in_network_overall,177.29426229508198,87.65415067936623,0.05,4
total_between_network_proportion,0.0031573659913411,0.0341091204822159,0.05,4
total_triplet_proportion,0.0021766689788791,0.0146626163082737,0.05,4
MSM_group_to_WSM_group_proportion,0.0030576043319951,0.0177387732237886,0.05,5
MSM_group_to_WSM_group_triplet_proportion,0.002404070581645,0.0147278498739613,0.05,5
WSM_group_to_MSM_group_proportion,0.003104285314163,0.0178087946970404,0.05,5
WSM_group_to_MSM_group_triplet_proportion,0.0021006441975539,0.0014937914293716,0.05,5
average_time_in_MSM_network,686.9688679245284,190.03479349186483,0.05,5
average_time_in_WSM_network,815.082988410596,133.69777856867455,0.05,5
average_time_in_network_overall,776.0148158803222,161.11271830321118,0.05,5
total_between_network_proportion,0.0061618896461581,0.035547567920829,0.05,5
total_triplet_proportion,0.0045047147791989,0.016221641303333,0.05,5
MSM_group_to_WSM_group_proportion,0.0034097454210344,0.0183158622278539,0.05,6
MSM_group_to_WSM_group_triplet_proportion,0.0028107360903121,0.0125100794839304,0.05,6
WSM_group_to_MSM_group_proportion,0.0026725031678378,0.0217486464693007,0.05,6
WSM_group_to_MSM_group_triplet_proportion,0.0012210574818569,0.0049994240294896,0.05,6
average_time_in_MSM_network,351.7822847184664,204.33249923174853,0.05,6
average_time_in_WSM_network,258.8468340611354,56.489166597699246,0.05,6
average_time_in_network_overall,318.78787643889774,134.959169566298,0.05,6
total_between_network_proportion,0.0060822485888722,0.0400645086971547,0.05,6
total_triplet_proportion,0.0040317935721691,0.0175095035134201,0.05,6
MSM_group_to_WSM_group_proportion,0.0033952466546834,0.0254310631782171,0.05,12
MSM_group_to_WSM_group_triplet_proportion,0.0027073208619044,0.0137363247009741,0.05,12
WSM_group_to_MSM_group_proportion,0.0022856889243947,0.0284268690499966,0.05,12
WSM_group_to_MSM_group_triplet_proportion,0.0019084392960965,0.0032842908816545,0.05,12
average_time_in_MSM_network,964.8672116659302,157.05249502202378,0.05,12
average_time_in_WSM_network,736.0392072382593,41.4634841645932,0.05,12
average_time_in_network_overall,887.2989630495107,100.28225172557784,0.05,12
total_between_network_proportion,0.0056809355790781,0.0538579322282138,0.05,12
total_triplet_proportion,0.004615760158001,0.0170206155826287,0.05,12
MSM_group_to_WSM_group_proportion,0.0032409074540871,0.0205497539311007,0.05,13
MSM_group_to_WSM_group_triplet_proportion,0.0018005041411595,0.0155563557796182,0.05,13
WSM_group_to_MSM_group_proportion,0.0024006721882126,0.0277277637738566,0.05,13
WSM_group_to_MSM_group_triplet_proportion,0.0013443764253991,0.0030728604009122,0.05,13
average_time_in_MSM_network,568.1476141754256,86.58025296534466,0.05,13
average_time_in_WSM_network,173.83239136477346,32.97602664592433,0.05,13
average_time_in_network_overall,436.36733240439696,60.18386815863392,0.05,13
total_between_network_proportion,0.0056415796422998,0.0482775177049573,0.05,13
total_triplet_proportion,0.0031448805665586,0.0186292161805305,0.05,13
MSM_group_to_WSM_group_proportion,0.0072127644073147,0.0280739247638244,0.05,17
MSM_group_to_WSM_group_triplet_proportion,0.0037156665128591,0.0209340165626441,0.05,17
WSM_group_to_MSM_group_proportion,0.0041042329455764,0.0352866891711392,0.05,17
WSM_group_to_MSM_group_triplet_proportion,0.0017485489472278,0.0045170847803385,0.05,17
average_time_in_MSM_network,375.806895602505,77.25223299211885,0.05,17
average_time_in_WSM_network,611.8664461308945,101.15994220598658,0.05,17
average_time_in_network_overall,497.3285361292908,89.18743308715455,0.05,17
total_between_network_proportion,0.0113169973528911,0.0633606139349637,0.05,17
total_triplet_proportion,0.0054642154600869,0.0254511013429827,0.05,17
MSM_group_to_WSM_group_proportion,0.0024682482626407,0.0201294033069734,0.05,19
MSM_group_to_WSM_group_triplet_proportion,0.0016534867002156,0.0109753175173735,0.05,19
