measure,MSM+MSMW,MSMW+MSW,p_msmw_w,replicate
MSM_group_to_WSM_group_proportion,0.0022155439050606,0.0175269265360738,0.05,13
MSM_group_to_WSM_group_triplet_proportion,0.0010309956785925,0.0122403316735034,0.05,13
WSM_group_to_MSM_group_proportion,0.0013161646960756,0.0179217759448965,0.05,13
WSM_group_to_MSM_group_triplet_proportion,0.0007458266611095,0.0034659003663325,0.05,13
average_time_in_MSM_network,632.9664804469273,192.2524710147406,0.05,13
average_time_in_WSM_network,88.13845461702846,39.03105644707208,0.05,13
average_time_in_network_overall,371.9293528048715,116.73534819183072,0.05,13
total_between_network_proportion,0.0035317086011362,0.0354487024809704,0.05,13
total_triplet_proportion,0.0017768223397021,0.0157062320398359,0.05,13
MSM_group_to_WSM_group_proportion,0.0037279297411032,0.0215213612661238,0.05,15
MSM_group_to_WSM_group_triplet_proportion,0.0023556856646235,0.0142942091299972,0.05,15
WSM_group_to_MSM_group_proportion,0.0024242978684475,0.0239914006037873,0.05,15
WSM_group_to_MSM_group_triplet_proportion,0.0015780806879516,0.0060607446711188,0.05,15
average_time_in_MSM_network,1004.397208600528,124.25949264606666,0.05,15
average_time_in_WSM_network,342.10347752332484,27.93892109390984,0.05,15
average_time_in_network_overall,692.6206827710122,76.35891470239105,0.05,15
total_between_network_proportion,0.0061522276095508,0.0455127618699112,0.05,15
total_triplet_proportion,0.0039337663525752,0.020354953801116,0.05,15
MSM_group_to_WSM_group_proportion,0.0046177406054894,0.0254918129343856,0.05,17
MSM_group_to_WSM_group_triplet_proportion,0.0031805866415361,0.0176228059842148,0.05,17
WSM_group_to_MSM_group_proportion,0.0022381905995994,0.0275415243255978,0.05,17
WSM_group_to_MSM_group_triplet_proportion,0.0009895158440334,0.0053480975379903,0.05,17
average_time_in_MSM_network,860.2617281661413,159.25734706474773,0.05,17
average_time_in_WSM_network,165.28388157894736,26.646926314541467,0.05,17
average_time_in_network_overall,774.4201608971233,97.30267225651448,0.05,17
total_between_network_proportion,0.0068559312050889,0.0530333372599835,0.05,17
total_triplet_proportion,0.0041701024855695,0.0229709035222052,0.05,17
MSM_group_to_WSM_group_proportion,0.0029844432955773,0.0226065704751609,0.05,21
MSM_group_to_WSM_group_triplet_proportion,0.0016919678526108,0.0144052263007002,0.05,21
WSM_group_to_MSM_group_proportion,0.0019034638341871,0.0271654838558067,0.05,21
WSM_group_to_MSM_group_triplet_proportion,0.0011984772289326,0.0052169008788833,0.05,21
average_time_in_MSM_network,464.6980404101939,153.53311646555963,0.05,21
average_time_in_WSM_network,468.87265766673386,31.98312001735452,0.05,21
average_time_in_network_overall,466.09681339454494,94.96372176889858,0.05,21
total_between_network_proportion,0.0048879071297645,0.0497720543309677,0.05,21
total_triplet_proportion,0.0028904450815434,0.0196221271795835,0.05,21
MSM_group_to_WSM_group_proportion,0.0031935544469723,0.0188691060134838,0.05,24
MSM_group_to_WSM_group_triplet_proportion,0.0016489594856916,0.0142561940345237,0.05,24
WSM_group_to_MSM_group_proportion,0.0022542737272746,0.0235028908973261,0.05,24
